MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:4439872	Ighv2-3	immunoglobulin heavy variable 2-3	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:3643263	Ighv2-4	immunoglobulin heavy variable V2-4	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:3643263	Ighv2-4	immunoglobulin heavy variable V2-4	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3643263	Ighv2-4	immunoglobulin heavy variable V2-4	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439517	Ighv2-5	immunoglobulin heavy variable 2-5	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439517	Ighv2-5	immunoglobulin heavy variable 2-5	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439517	Ighv2-5	immunoglobulin heavy variable 2-5	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439518	Ighv2-6	immunoglobulin heavy variable 2-6	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439518	Ighv2-6	immunoglobulin heavy variable 2-6	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439518	Ighv2-6	immunoglobulin heavy variable 2-6	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439811	Ighv2-6-8	immunoglobulin heavy variable 2-6-8	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439811	Ighv2-6-8	immunoglobulin heavy variable 2-6-8	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439811	Ighv2-6-8	immunoglobulin heavy variable 2-6-8	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439521	Ighv2-7	immunoglobulin heavy variable 2-7	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439521	Ighv2-7	immunoglobulin heavy variable 2-7	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439521	Ighv2-7	immunoglobulin heavy variable 2-7	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439624	Ighv2-9	immunoglobulin heavy variable 2-9	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439624	Ighv2-9	immunoglobulin heavy variable 2-9	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439624	Ighv2-9	immunoglobulin heavy variable 2-9	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439519	Ighv2-9-1	immunoglobulin heavy variable 2-9-1	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439519	Ighv2-9-1	immunoglobulin heavy variable 2-9-1	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439519	Ighv2-9-1	immunoglobulin heavy variable 2-9-1	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439534	Ighv3-1	immunoglobulin heavy variable 3-1	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439534	Ighv3-1	immunoglobulin heavy variable 3-1	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439534	Ighv3-1	immunoglobulin heavy variable 3-1	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:3643949	Ighv3-3	immunoglobulin heavy variable V3-3	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:3643949	Ighv3-3	immunoglobulin heavy variable V3-3	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3643949	Ighv3-3	immunoglobulin heavy variable V3-3	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:3644034	Ighv3-4	immunoglobulin heavy variable V3-4	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:3644034	Ighv3-4	immunoglobulin heavy variable V3-4	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3644034	Ighv3-4	immunoglobulin heavy variable V3-4	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:3648045	Ighv3-5	immunoglobulin heavy variable 3-5	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:3648045	Ighv3-5	immunoglobulin heavy variable 3-5	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3648045	Ighv3-5	immunoglobulin heavy variable 3-5	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439856	Ighv3-6	immunoglobulin heavy variable 3-6	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439856	Ighv3-6	immunoglobulin heavy variable 3-6	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439856	Ighv3-6	immunoglobulin heavy variable 3-6	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:3645298	Ighv3-8	immunoglobulin heavy variable V3-8	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:3645298	Ighv3-8	immunoglobulin heavy variable V3-8	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3645298	Ighv3-8	immunoglobulin heavy variable V3-8	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439536	Ighv4-1	immunoglobulin heavy variable 4-1	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439536	Ighv4-1	immunoglobulin heavy variable 4-1	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439536	Ighv4-1	immunoglobulin heavy variable 4-1	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439893	Ighv5-2	immunoglobulin heavy variable 5-2	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439893	Ighv5-2	immunoglobulin heavy variable 5-2	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439893	Ighv5-2	immunoglobulin heavy variable 5-2	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439895	Ighv5-4	immunoglobulin heavy variable 5-4	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439895	Ighv5-4	immunoglobulin heavy variable 5-4	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439895	Ighv5-4	immunoglobulin heavy variable 5-4	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439815	Ighv5-6	immunoglobulin heavy variable 5-6	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439815	Ighv5-6	immunoglobulin heavy variable 5-6	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439815	Ighv5-6	immunoglobulin heavy variable 5-6	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439873	Ighv5-9	immunoglobulin heavy variable 5-9	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439873	Ighv5-9	immunoglobulin heavy variable 5-9	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439873	Ighv5-9	immunoglobulin heavy variable 5-9	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439810	Ighv5-9-1	immunoglobulin heavy variable 5-9-1	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439810	Ighv5-9-1	immunoglobulin heavy variable 5-9-1	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439810	Ighv5-9-1	immunoglobulin heavy variable 5-9-1	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439516	Ighv5-12	immunoglobulin heavy variable 5-12	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439516	Ighv5-12	immunoglobulin heavy variable 5-12	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439516	Ighv5-12	immunoglobulin heavy variable 5-12	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:3645977	Ighv5-12-4	immunoglobulin heavy variable 5-12-4	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:3645977	Ighv5-12-4	immunoglobulin heavy variable 5-12-4	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3645977	Ighv5-12-4	immunoglobulin heavy variable 5-12-4	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439812	Ighv5-15	immunoglobulin heavy variable 5-15	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439812	Ighv5-15	immunoglobulin heavy variable 5-15	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439812	Ighv5-15	immunoglobulin heavy variable 5-15	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439556	Ighv5-16	immunoglobulin heavy variable 5-16	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439556	Ighv5-16	immunoglobulin heavy variable 5-16	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439556	Ighv5-16	immunoglobulin heavy variable 5-16	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439533	Ighv5-17	immunoglobulin heavy variable 5-17	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439533	Ighv5-17	immunoglobulin heavy variable 5-17	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439533	Ighv5-17	immunoglobulin heavy variable 5-17	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439854	Ighv6-3	immunoglobulin heavy variable 6-3	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439854	Ighv6-3	immunoglobulin heavy variable 6-3	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439854	Ighv6-3	immunoglobulin heavy variable 6-3	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:3704120	Ighv6-4	immunoglobulin heavy variable V6-4	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:3704120	Ighv6-4	immunoglobulin heavy variable V6-4	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3704120	Ighv6-4	immunoglobulin heavy variable V6-4	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:3647134	Ighv6-5	immunoglobulin heavy variable V6-5	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:3647134	Ighv6-5	immunoglobulin heavy variable V6-5	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3647134	Ighv6-5	immunoglobulin heavy variable V6-5	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439619	Ighv6-6	immunoglobulin heavy variable 6-6	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439619	Ighv6-6	immunoglobulin heavy variable 6-6	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439619	Ighv6-6	immunoglobulin heavy variable 6-6	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:3644477	Ighv6-7	immunoglobulin heavy variable V6-7	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:3644477	Ighv6-7	immunoglobulin heavy variable V6-7	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3644477	Ighv6-7	immunoglobulin heavy variable V6-7	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439623	Ighv7-2	immunoglobulin heavy variable 7-2	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439623	Ighv7-2	immunoglobulin heavy variable 7-2	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439623	Ighv7-2	immunoglobulin heavy variable 7-2	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439763	Ighv7-4	immunoglobulin heavy variable 7-4	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439763	Ighv7-4	immunoglobulin heavy variable 7-4	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439763	Ighv7-4	immunoglobulin heavy variable 7-4	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:3647474	Ighv8-2	immunoglobulin heavy variable V8-2	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:3647474	Ighv8-2	immunoglobulin heavy variable V8-2	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3647474	Ighv8-2	immunoglobulin heavy variable V8-2	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:3646040	Ighv8-4	immunoglobulin heavy variable V8-4	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:3646040	Ighv8-4	immunoglobulin heavy variable V8-4	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3646040	Ighv8-4	immunoglobulin heavy variable V8-4	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:3645478	Ighv8-5	immunoglobulin heavy variable V8-5	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:3645478	Ighv8-5	immunoglobulin heavy variable V8-5	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3645478	Ighv8-5	immunoglobulin heavy variable V8-5	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:3645823	Ighv8-6	immunoglobulin heavy variable V8-6	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:3645823	Ighv8-6	immunoglobulin heavy variable V8-6	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3645823	Ighv8-6	immunoglobulin heavy variable V8-6	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:3815333	Ighv8-8	immunoglobulin heavy variable 8-8	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:3815333	Ighv8-8	immunoglobulin heavy variable 8-8	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3815333	Ighv8-8	immunoglobulin heavy variable 8-8	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:3644475	Ighv8-9	immunoglobulin heavy variable V8-9	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:3644475	Ighv8-9	immunoglobulin heavy variable V8-9	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3644475	Ighv8-9	immunoglobulin heavy variable V8-9	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:3644925	Ighv8-11	immunoglobulin heavy variable V8-11	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:3644925	Ighv8-11	immunoglobulin heavy variable V8-11	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3644925	Ighv8-11	immunoglobulin heavy variable V8-11	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:3642873	Ighv8-12	immunoglobulin heavy variable V8-12	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:3642873	Ighv8-12	immunoglobulin heavy variable V8-12	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3642873	Ighv8-12	immunoglobulin heavy variable V8-12	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439734	Ighv8-13	immunoglobulin heavy variable 8-13	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439734	Ighv8-13	immunoglobulin heavy variable 8-13	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439734	Ighv8-13	immunoglobulin heavy variable 8-13	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439911	Ighv9-1	immunoglobulin heavy variable 9-1	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439911	Ighv9-1	immunoglobulin heavy variable 9-1	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439911	Ighv9-1	immunoglobulin heavy variable 9-1	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:3643816	Ighv9-2	immunoglobulin heavy variable V9-2	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:3643816	Ighv9-2	immunoglobulin heavy variable V9-2	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3643816	Ighv9-2	immunoglobulin heavy variable V9-2	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:3642720	Ighv9-3	immunoglobulin heavy variable V9-3	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:3642720	Ighv9-3	immunoglobulin heavy variable V9-3	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3642720	Ighv9-3	immunoglobulin heavy variable V9-3	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:3646379	Ighv9-4	immunoglobulin heavy variable 9-4	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:3646379	Ighv9-4	immunoglobulin heavy variable 9-4	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3646379	Ighv9-4	immunoglobulin heavy variable 9-4	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439620	Ighv10-1	immunoglobulin heavy variable 10-1	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439620	Ighv10-1	immunoglobulin heavy variable 10-1	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439620	Ighv10-1	immunoglobulin heavy variable 10-1	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:3648785	Ighv10-3	immunoglobulin heavy variable V10-3	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:3648785	Ighv10-3	immunoglobulin heavy variable V10-3	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3648785	Ighv10-3	immunoglobulin heavy variable V10-3	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4439535	Ighv11-1	immunoglobulin heavy variable 11-1	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4439535	Ighv11-1	immunoglobulin heavy variable 11-1	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439535	Ighv11-1	immunoglobulin heavy variable 11-1	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:4947968	Ighv11-2	immunoglobulin heavy variable V11-2	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:4947968	Ighv11-2	immunoglobulin heavy variable V11-2	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4947968	Ighv11-2	immunoglobulin heavy variable V11-2	12		innate immune response			IBA	PTN001510949 	J:265628 	
MGI:3646760	Ighv12-3	immunoglobulin heavy variable V12-3	12		B cell receptor signaling pathway			IBA	PTN001510949 	J:265628 	
MGI:3646760	Ighv12-3	immunoglobulin heavy variable V12-3	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
